day_id,city_id,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index
D0699,26,31.0,13.0,110,1012.0,0.13,75,25,37.9,10.0,6.0,16.7,1
D0700,26,29.0,4.0,210,1012.0,0.01,84,75,33.5,10.0,6.0,19.1,1
D0701,26,26.0,3.6,76,1012.0,0.0,100,25,27.9,10.0,7.0,20.8,1
D0702,26,28.0,3.6,98,1011.0,0.03,84,25,30.8,10.0,6.0,15.9,1
D0703,27,26.0,6.8,120,1015.0,0.0,94,25,30.6,10.0,1.0,11.5,1
D0704,27,27.0,3.6,10,1016.0,0.0,94,50,33.0,10.0,1.0,4.0,2
D0705,27,29.0,9.0,130,1014.0,0.0,84,50,34.2,10.0,1.0,13.3,1
D0706,27,29.0,11.2,130,1014.0,0.0,89,50,35.6,10.0,1.0,13.0,1
D0707,27,28.0,6.8,120,1013.0,0.0,84,50,30.9,10.0,1.0,12.6,1
D0708,27,28.0,6.8,140,1012.0,0.0,89,50,32.6,10.0,1.0,7.9,1
D0709,27,27.0,6.8,80,1011.0,0.0,89,75,29.7,10.0,1.0,15.1,1
D0710,27,27.0,3.6,10,1013.0,0.0,100,75,30.4,10.0,1.0,14.8,1
D0711,27,28.0,6.8,160,1014.0,0.0,79,50,32.5,10.0,1.0,16.6,1
D0712,27,30.0,6.8,150,1012.0,0.0,79,25,36.0,10.0,1.0,11.5,1
D0713,27,31.0,11.2,140,1011.0,0.0,71,50,41.0,10.0,1.0,13.7,1
D0714,27,29.0,6.8,100,1012.0,0.0,84,50,33.3,10.0,8.0,10.8,1
D0715,27,30.0,6.8,40,1012.0,0.0,75,75,39.7,10.0,6.0,25.9,1
D0716,27,31.0,11.2,140,1012.0,0.0,79,75,38.4,10.0,8.0,17.3,1
D0717,27,29.0,11.2,260,1010.0,0.0,84,50,33.9,10.0,6.0,11.5,1
D0718,27,30.0,19.1,220,1008.0,0.0,79,50,35.4,10.0,8.0,24.8,2
D0719,27,29.0,6.8,210,1014.0,0.0,89,50,33.0,10.0,8.0,15.5,1
D0720,27,31.0,11.2,180,1010.0,0.0,84,50,37.3,10.0,8.0,19.1,1
D0721,27,30.0,11.2,160,1012.0,0.0,79,75,36.5,10.0,8.0,12.6,1
D0722,27,28.0,11.2,40,1012.0,0.0,74,75,30.4,10.0,8.0,11.9,1
D0723,27,31.0,9.0,150,1012.0,0.0,75,50,37.2,10.0,7.0,16.0,1
D0724,27,31.0,11.2,140,1012.0,0.0,75,50,37.4,10.0,8.0,13.8,1
D0725,27,31.0,9.0,60,1012.0,0.0,71,75,35.6,10.0,8.0,16.7,1
D0727,27,30.0,11.2,120,1010.0,0.0,75,75,34.5,10.0,8.0,14.5,2
D0728,27,31.0,15.1,140,1010.0,0.0,79,25,38.0,10.0,8.0,15.8,1
D0729,28,26.0,6.8,50,1010.0,0.0,94,50,30.2,10.0,1.0,2.5,2
D0730,28,27.0,3.6,222,1011.0,0.0,94,25,32.8,10.0,1.0,5.0,1
D0731,28,30.0,6.8,230,1008.0,0.7,79,25,40.4,10.0,6.0,6.1,2
D0732,28,32.0,9.0,230,1008.0,0.5,71,25,46.3,10.0,6.0,10.4,2
D0733,28,24.0,15.1,160,1013.0,0.1,74,75,25.9,10.0,6.0,9.0,1
D0734,28,28.0,9.0,110,1014.0,0.2,74,25,33.4,10.0,6.0,6.5,1
D0737,28,26.0,6.8,210,1013.0,0.3,89,25,28.8,10.0,6.0,8.3,1
D0738,28,32.0,4.0,250,1013.0,0.1,52,25,44.3,10.0,6.0,1.8,2
D0739,28,30.0,6.8,360,1012.0,0.2,66,25,38.5,10.0,6.0,10.4,2
D0740,28,29.0,13.0,170,1011.0,0.0,75,25,31.9,10.0,7.0,1.4,2
D0741,28,30.0,11.2,170,1012.0,0.0,66,50,35.4,10.0,7.0,3.2,1
D0742,28,29.0,19.1,190,1012.0,0.0,75,25,32.1,10.0,7.0,2.2,1
D0743,28,28.0,13.0,180,1013.0,0.0,74,25,33.2,10.0,7.0,9.7,1
D0744,28,29.0,15.1,190,1012.0,0.0,75,25,33.1,10.0,7.0,6.1,2
D0745,28,29.0,3.6,353,1011.0,0.0,70,25,37.8,10.0,6.0,6.8,2
D0749,28,27.0,9.0,200,1013.0,0.77,79,25,29.0,10.0,6.0,3.3,1
D0751,28,30.0,9.0,150,1012.0,0.03,59,25,33.4,10.0,6.0,3.7,1
D0752,28,27.0,11.2,200,1012.0,0.57,79,25,29.9,10.0,6.0,5.4,1
D0753,28,30.0,11.2,160,1012.0,1.32,70,25,36.2,10.0,6.0,3.5,1
D0754,28,32.0,6.1,330,1012.0,0.47,46,50,39.0,10.0,6.0,1.1,1
D0755,29,25.9,8.6,273,1016.0,2.0,81,87,28.6,10.0,6.0,13.0,1
D0756,29,24.1,10.8,286,1014.0,3.3,91,64,26.5,7.0,1.0,16.2,1
D0757,29,24.6,14.4,246,1014.0,0.0,87,48,26.9,10.0,1.0,18.0,1
D0758,29,25.0,8.3,240,1014.0,0.3,87,87,27.6,9.0,1.0,10.1,1
D0759,29,24.5,15.1,250,1013.0,5.7,89,100,26.9,7.0,1.0,26.3,1
D0760,29,24.3,11.9,230,1013.0,3.7,90,51,26.7,7.0,1.0,20.2,1
D0763,29,24.0,6.1,250,1015.0,0.3,94,50,26.4,10.0,1.0,12.2,1
D0764,29,25.0,9.0,240,1014.0,1.2,94,25,27.7,10.0,1.0,13.0,1
D0765,29,24.0,11.2,260,1014.0,0.7,100,75,26.3,8.0,1.0,21.6,1
D0766,29,24.0,6.8,270,1016.0,1.7,100,75,26.5,8.0,1.0,11.2,1
D0767,29,24.0,6.8,210,1015.0,0.0,100,25,26.2,10.0,1.0,15.1,1
D0768,29,25.3,11.9,230,1015.0,0.0,86,20,27.8,10.0,1.0,15.5,1
D0769,29,25.0,15.1,250,1013.0,0.0,100,25,27.5,10.0,1.0,18.0,1
D0771,29,28.0,16.9,250,1009.0,0.0,89,75,32.7,10.0,7.0,12.6,1
D0772,29,26.0,13.0,260,1012.0,0.0,89,25,29.3,10.0,1.0,18.0,1
D0773,29,25.0,6.8,260,1014.0,0.1,100,50,27.6,10.0,1.0,20.5,1
D0774,29,26.0,6.1,190,1014.0,0.0,94,25,29.2,10.0,1.0,12.6,1
D0775,29,26.0,6.8,270,1014.0,0.02,94,75,29.0,10.0,1.0,16.2,1
D0776,29,26.0,15.1,250,1012.0,0.0,89,25,29.2,10.0,1.0,8.0,1
D0777,29,25.0,13.0,240,1013.0,0.0,100,75,27.4,10.0,1.0,12.3,1
D0778,29,25.0,9.0,250,1013.0,0.17,100,50,27.7,10.0,1.0,6.2,1
D0780,29,26.0,11.2,250,1013.0,0.19,94,50,29.3,10.0,1.0,21.2,1
D0781,30,19.0,16.9,210,1010.0,0.0,73,50,19.0,10.0,5.0,20.9,1
D0782,30,14.0,11.2,70,1008.0,0.1,94,25,12.7,10.0,1.0,28.8,1
D0783,30,18.0,6.8,190,1002.0,0.0,100,75,18.0,10.0,1.0,14.0,1
D0785,30,10.0,11.2,100,1010.0,0.0,94,0,7.9,10.0,1.0,29.2,1
D0786,30,12.0,15.1,200,1014.0,0.0,94,25,10.7,10.0,1.0,23.4,1
D0787,30,12.0,6.1,230,1020.0,0.0,100,0,10.9,10.0,1.0,20.2,1
D0788,30,15.0,15.1,210,1020.0,0.0,94,75,13.7,10.0,1.0,34.2,1
D0790,30,14.0,3.6,323,1027.0,0.0,72,0,13.6,10.0,1.0,16.2,1
D0791,30,13.0,6.8,220,1024.0,0.0,88,25,11.5,10.0,1.0,28.4,1
D0793,30,14.0,6.8,160,1020.0,0.0,100,0,13.1,10.0,1.0,26.6,1
D0794,30,15.0,3.6,10,1015.0,0.0,94,25,14.4,10.0,1.0,24.8,2
D0796,30,16.0,11.2,200,1011.0,0.0,94,0,16.0,9.0,1.0,26.6,2
D0797,30,16.0,15.1,330,1017.0,0.0,59,25,16.0,10.0,5.0,11.5,1
D0798,30,13.0,3.6,345,1020.0,0.0,72,0,12.0,10.0,1.0,21.2,1
D0799,30,10.0,6.8,180,1026.0,0.0,87,0,7.9,10.0,1.0,29.2,1
D0800,30,11.0,11.2,180,1020.0,0.0,87,0,8.7,10.0,1.0,37.1,1
D0801,30,11.0,3.6,2,1022.0,0.0,76,25,9.3,10.0,1.0,24.2,1
D0802,30,7.0,13.0,110,1013.0,0.0,93,0,3.7,10.0,1.0,37.3,1
D0803,30,14.0,16.9,200,1000.0,0.01,88,50,11.9,10.0,1.0,42.3,1
D0804,30,16.0,20.2,210,1007.0,0.0,94,75,16.0,10.0,1.0,34.1,1
D0805,30,15.0,11.2,140,1012.0,0.0,88,0,13.9,10.0,1.0,34.7,1
D0807,31,17.0,13.0,180,1027.0,2.7,83,50,17.0,10.0,3.0,4.3,2
D0810,31,11.8,3.6,336,1017.0,0.1,83,71,12.4,10.0,1.0,6.8,4
D0811,31,14.0,4.0,280,1026.0,0.0,82,25,14.6,10.0,1.0,8.3,5
D0812,31,12.0,5.4,17,1016.0,0.0,80,10,12.0,10.0,1.0,11.2,4
D0813,31,16.0,6.8,20,1024.0,0.0,68,50,16.0,10.0,1.0,12.2,2
D0816,31,12.2,6.8,343,1016.0,0.0,81,14,11.8,10.0,1.0,14.4,2
D0817,31,14.0,9.0,300,1026.0,0.2,94,37,14.7,10.0,1.0,6.8,4
D0818,31,14.0,6.8,10,1026.0,0.0,94,75,14.6,10.0,1.0,7.6,4
D0819,31,14.0,3.6,71,1016.0,0.0,80,17,14.7,10.0,1.0,6.8,2
D0820,31,15.0,6.8,180,1026.0,2.3,100,75,15.8,10.0,1.0,4.3,4
D0821,31,12.7,4.0,150,1016.0,0.0,92,23,13.1,10.0,1.0,7.2,4
D0822,31,15.0,11.2,190,1018.0,0.0,94,75,15.8,10.0,1.0,4.0,2
D0823,31,17.0,6.8,290,1023.0,0.0,88,75,17.0,8.0,4.0,3.6,2
D0824,31,16.0,3.6,10,1026.0,0.1,100,75,16.0,10.0,1.0,5.0,4
D0826,31,13.0,5.0,70,1017.0,0.1,83,73,13.2,10.0,1.0,10.1,5
D0827,31,17.0,3.6,75,1025.0,0.06,72,50,17.0,10.0,1.0,10.7,1
D0829,31,14.0,11.2,310,1026.0,0.0,100,50,14.3,10.0,1.0,10.6,4
D0830,31,15.0,3.6,10,1025.0,0.0,82,50,15.3,10.0,1.0,12.1,4
D0831,31,16.0,6.1,320,1025.0,0.02,88,50,16.0,10.0,1.0,9.1,5
D0832,31,16.0,6.8,300,1025.0,0.0,77,50,16.0,10.0,1.0,15.1,4
D0833,32,20.0,19.1,230,1009.0,0.0,64,50,20.0,10.0,5.0,22.0,1
D0834,32,12.0,9.0,40,1010.0,0.0,100,75,10.5,10.0,1.0,23.8,1
D0835,32,18.0,6.8,80,1002.0,0.0,100,100,18.0,7.0,1.0,10.4,1
D0836,32,16.0,6.8,170,1004.0,0.0,94,75,16.0,10.0,1.0,13.7,1
D0837,32,12.0,6.8,50,1011.0,0.1,94,25,11.0,10.0,1.0,20.2,1
D0838,32,13.0,9.0,180,1013.0,0.2,94,0,11.7,10.0,1.0,24.1,1
D0839,32,8.0,3.6,256,1019.0,0.0,100,25,6.2,10.0,1.0,19.4,1
D0840,32,16.0,13.0,210,1018.0,0.0,88,75,16.0,10.0,1.0,33.8,1
D0841,32,10.0,13.0,270,1016.0,0.0,94,0,7.5,10.0,1.0,29.2,1
D0842,32,7.0,6.1,290,1027.0,0.0,100,0,4.8,10.0,1.0,20.9,1
D0843,32,14.0,13.0,230,1023.0,0.0,94,25,12.9,10.0,1.0,24.5,1
D0845,32,15.0,6.8,140,1020.0,0.0,94,75,14.7,10.0,1.0,18.0,1
D0849,32,15.0,16.9,320,1017.0,0.0,55,25,14.7,10.0,5.0,14.0,1
D0850,32,9.0,6.8,350,1020.0,0.0,93,0,7.1,10.0,1.0,24.5,1
D0851,32,14.0,13.0,180,1024.0,0.0,82,50,12.6,10.0,1.0,29.9,1
D0852,32,15.0,22.0,200,1019.0,0.0,82,75,13.7,10.0,1.0,32.4,1
D0853,32,6.0,6.8,300,1022.0,0.0,93,0,3.4,10.0,1.0,23.8,1
D0854,32,6.0,6.8,80,1015.0,0.0,93,25,2.7,10.0,1.0,30.8,1
D0855,32,14.0,22.0,220,998.0,0.02,77,0,11.8,10.0,1.0,47.9,1
D0857,32,16.0,16.9,150,1012.0,0.0,88,0,16.0,10.0,1.0,32.7,1
D0858,32,20.0,25.9,160,1006.0,0.0,73,25,20.0,10.0,1.0,43.8,1
D0860,33,14.0,3.6,10,1010.0,0.0,88,100,13.6,10.0,1.0,13.7,1
D0863,33,18.0,6.1,30,1015.0,0.0,88,75,18.0,10.0,1.0,6.5,4
D0864,33,21.0,9.0,360,1023.0,0.0,78,0,21.0,10.0,1.0,18.7,1
D0865,33,21.0,9.0,20,1024.0,0.0,83,0,21.0,10.0,1.0,17.6,1
D0869,33,21.0,6.1,340,1016.0,0.0,78,0,21.0,10.0,1.0,10.4,6
D0871,33,25.0,6.1,170,1016.0,0.0,51,0,25.5,10.0,1.0,22.3,4
D0872,33,23.0,3.6,10,1015.0,0.0,69,0,24.7,10.0,1.0,11.5,2
D0873,33,21.0,9.0,350,1014.0,0.0,78,37,21.0,10.0,1.0,15.5,2
D0875,33,25.0,3.6,78,1019.0,0.0,54,75,25.0,10.0,7.0,6.5,2
D0877,33,19.0,6.1,40,1012.0,0.0,68,0,19.0,10.0,1.0,13.3,1
D0879,33,19.0,11.2,20,1007.0,0.0,94,62,19.0,10.0,1.0,12.3,1
D0880,33,16.0,13.0,250,1012.0,0.0,77,0,16.0,10.0,1.0,18.5,1
D0882,33,20.0,16.9,200,1002.0,0.0,73,0,20.0,10.0,1.0,28.6,1
D0885,34,27.0,8.3,187,1016.0,0.2,74,56,29.6,10.0,6.0,9.7,1
D0886,34,25.0,13.0,220,1013.0,0.0,94,50,27.6,10.0,1.0,18.0,1
D0887,34,25.0,15.1,210,1015.0,0.2,89,50,27.6,10.0,1.0,18.7,1
D0888,34,24.6,9.7,235,1014.0,0.0,86,43,26.9,10.0,1.0,13.7,1
D0889,34,26.0,13.0,210,1014.0,0.0,84,75,28.6,10.0,1.0,20.2,1
D0890,34,26.0,15.1,220,1013.0,0.0,84,50,28.8,10.0,1.0,27.0,1
D0891,34,26.0,13.0,210,1014.0,0.0,84,50,29.1,10.0,1.0,13.7,1
D0892,34,24.0,15.1,160,1014.0,0.6,94,50,26.2,9.0,1.0,16.6,1
D0893,34,25.0,13.0,230,1014.0,0.0,89,50,27.6,10.0,1.0,16.6,1
D0895,34,25.0,15.1,190,1013.0,0.1,89,75,27.4,10.0,1.0,24.8,1
D0896,34,26.0,19.1,220,1015.0,0.1,84,100,28.9,10.0,1.0,23.4,1
D0897,34,26.0,9.0,240,1015.0,0.0,84,50,29.0,10.0,1.0,17.6,1
D0898,34,26.0,11.2,230,1015.0,0.0,89,100,29.0,10.0,1.0,22.3,1
D0899,34,25.0,16.9,190,1013.0,0.0,89,75,27.4,10.0,1.0,27.4,1
D0900,34,25.0,13.0,170,1012.0,0.0,89,75,27.3,10.0,1.0,18.7,1
D0902,34,26.0,11.2,210,1012.0,0.0,89,75,28.9,10.0,1.0,19.4,1
D0903,34,26.0,13.0,230,1012.0,0.0,89,50,29.0,10.0,1.0,27.7,1
D0904,34,26.0,13.0,190,1013.0,0.0,84,75,29.0,10.0,1.0,18.0,1
D0905,34,27.0,15.1,250,1013.0,0.0,79,75,30.6,10.0,1.0,16.4,1
D0907,34,27.0,13.0,210,1013.0,0.08,89,50,31.0,10.0,1.0,18.8,1
D0909,34,27.0,11.2,240,1011.0,0.03,84,50,30.9,10.0,1.0,18.1,1
D0910,34,26.0,13.0,220,1012.0,0.48,89,50,29.2,10.0,1.0,21.0,1
D0911,35,30.0,13.0,160,1005.0,0.0,43,0,30.2,10.0,7.0,9.0,1
D0912,35,20.0,6.1,30,1013.0,0.1,83,0,20.0,10.0,1.0,5.8,1
D0913,35,19.0,3.6,10,1018.0,0.0,83,0,19.0,10.0,1.0,4.7,1
D0914,35,23.0,3.6,10,1017.0,0.0,69,50,24.9,10.0,1.0,1.4,1
D0915,35,24.0,13.0,50,1016.0,0.0,74,37,25.5,10.0,1.0,10.1,2
D0917,35,23.0,13.0,80,1015.0,0.2,65,75,25.0,10.0,1.0,9.0,1
D0919,35,22.0,16.9,330,1014.0,0.0,73,0,24.2,10.0,1.0,10.8,1
D0920,35,23.0,31.0,320,1013.0,0.0,73,0,25.1,10.0,1.0,18.4,1
D0921,35,23.0,28.1,320,1014.0,0.9,69,75,25.2,10.0,1.0,2.9,1
D0923,35,17.0,33.1,340,1011.0,0.0,68,0,17.0,10.0,1.0,18.7,1
D0925,35,14.0,3.6,10,1016.0,0.0,100,100,14.4,10.0,1.0,5.4,1
D0926,35,14.0,3.6,349,1018.0,0.0,94,0,14.7,10.0,1.0,1.4,1
D0927,35,24.0,6.8,170,1017.0,0.0,39,0,24.4,10.0,6.0,6.5,1
D0928,35,17.0,16.9,330,1020.0,0.0,72,0,17.0,10.0,1.0,8.6,1
D0929,35,17.0,6.1,340,1020.0,0.0,77,50,17.0,10.0,1.0,2.5,2
D0930,35,19.0,33.1,310,1018.0,0.0,64,25,19.0,10.0,1.0,14.0,1
D0931,35,18.0,19.1,320,1016.0,0.14,73,0,18.0,10.0,1.0,12.0,1
D0934,35,17.0,6.1,290,1023.0,0.0,77,100,17.0,10.0,1.0,4.6,2
D0936,35,21.0,9.0,60,1024.0,0.01,69,100,21.0,10.0,1.0,4.1,2
D0938,36,14.0,9.0,280,1008.0,0.0,94,0,14.1,10.0,1.0,9.7,1
D0939,36,14.0,6.8,170,1005.0,0.3,88,0,13.3,10.0,1.0,15.8,1
D0940,36,12.0,16.9,220,1012.0,0.0,88,0,10.6,10.0,1.0,20.9,1
D0941,36,12.0,4.0,110,1016.0,0.0,94,0,12.0,10.0,1.0,9.4,1
D0943,36,13.0,6.8,250,1028.0,0.0,88,0,12.9,10.0,1.0,11.2,1
D0945,36,15.0,6.8,80,1022.0,0.0,94,0,15.1,10.0,1.0,13.7,1
D0946,36,17.0,9.0,80,1024.0,0.0,83,0,17.0,10.0,1.0,16.9,2
D0947,36,17.0,13.0,80,1023.0,0.0,72,0,17.0,10.0,1.0,21.2,1
D0949,36,17.0,6.1,80,1017.0,0.0,77,0,17.0,10.0,1.0,14.4,2
D0950,36,17.0,3.6,17,1016.0,0.0,77,0,17.0,10.0,1.0,9.7,2
D0951,36,17.0,4.0,120,1012.0,0.0,83,0,17.0,10.0,1.0,7.6,3
D0952,36,20.0,6.1,40,1012.0,3.6,73,0,20.0,10.0,1.0,18.0,3
D0953,36,21.0,11.2,310,1022.0,0.0,43,25,21.0,10.0,6.0,10.1,1
D0954,36,10.0,3.6,20,1023.0,0.0,87,0,9.2,10.0,1.0,12.6,1
D0956,36,15.0,4.0,110,1015.0,0.0,88,0,15.8,10.0,1.0,7.6,2
D0957,36,18.0,6.8,100,1014.0,0.0,77,0,18.0,10.0,1.0,24.5,2
D0959,36,16.0,19.1,210,1011.0,0.0,59,0,16.0,10.0,1.0,26.6,1
D0960,36,16.0,9.0,120,1008.0,0.0,72,0,16.0,10.0,1.0,18.9,1
D0961,36,19.0,11.2,120,998.0,0.06,73,0,19.0,10.0,1.0,21.6,1
D0963,37,26.0,11.2,240,1017.0,0.0,89,100,28.4,10.0,7.0,18.4,1
D0964,37,26.0,16.9,240,1014.0,0.0,89,75,29.4,10.0,1.0,22.7,1
D0965,37,26.0,15.1,220,1014.0,0.5,89,100,29.5,10.0,1.0,29.9,1
D0966,37,26.0,16.9,210,1015.0,0.0,89,75,29.3,10.0,1.0,21.2,1
D0967,37,26.0,20.2,220,1014.0,0.0,89,75,29.3,10.0,1.0,26.3,1
D0968,37,24.0,15.1,240,1013.0,0.6,100,75,26.2,10.0,1.0,31.3,1
D0969,37,25.0,13.0,220,1016.0,0.0,94,50,27.6,10.0,1.0,21.2,1
D0971,37,25.0,15.1,220,1014.0,0.1,89,0,27.6,10.0,1.0,19.4,1
D0972,37,25.0,20.2,210,1014.0,0.0,94,75,27.5,10.0,1.0,21.2,1
D0973,37,26.0,19.1,230,1014.0,0.0,89,25,29.3,10.0,1.0,26.3,1
D0974,37,26.0,29.9,210,1014.0,0.0,89,100,29.3,10.0,1.0,31.0,1
D0975,37,25.0,13.0,240,1015.0,0.0,94,75,27.5,10.0,1.0,14.4,1
D0976,37,25.0,20.2,220,1015.0,0.0,94,50,27.4,10.0,1.0,23.0,1
D0977,37,26.0,22.0,230,1013.0,0.0,89,75,29.2,10.0,1.0,28.8,1
D0978,37,22.0,9.0,280,1012.0,0.0,100,75,24.5,5.0,1.0,31.0,1
D0979,37,28.0,20.2,190,1010.0,0.0,79,25,31.7,10.0,7.0,23.8,1
D0980,37,25.0,13.0,240,1013.0,0.0,94,25,27.5,10.0,1.0,24.1,1
D0981,37,25.0,20.2,230,1013.0,0.0,89,75,27.9,10.0,1.0,26.3,1
D0982,37,25.0,16.9,220,1013.0,0.0,94,75,27.6,10.0,1.0,24.5,1
D0983,37,25.0,15.1,220,1013.0,0.0,89,100,27.5,10.0,1.0,22.8,1
D0984,37,26.0,16.9,210,1013.0,0.0,84,50,29.2,10.0,1.0,20.6,1
D0985,37,26.0,13.0,230,1013.0,0.39,89,75,29.5,10.0,1.0,15.6,1
D0986,37,26.0,11.2,240,1013.0,0.03,89,25,29.0,10.0,1.0,14.3,1
D0987,37,26.0,20.2,210,1013.0,0.0,89,25,29.3,10.0,1.0,24.1,1
D0988,37,22.0,6.8,280,1012.0,0.0,100,0,24.5,10.0,1.0,24.3,1
D0989,38,32.0,11.2,80,1006.0,0.0,26,25,32.3,10.0,8.0,16.9,2
D0990,38,26.0,9.0,350,1004.0,0.0,48,25,27.1,10.0,1.0,22.7,2
D0991,38,26.0,3.6,302,1010.0,0.0,42,0,26.7,10.0,1.0,22.0,1
D0992,38,26.0,9.0,330,1014.0,0.0,45,0,27.0,10.0,1.0,17.6,1
D0993,38,25.0,9.0,330,1015.0,0.0,41,25,25.7,10.0,1.0,9.4,2
D0994,38,27.0,16.9,350,1017.0,0.0,39,0,27.3,10.0,1.0,24.1,2
D0995,38,24.0,3.6,346,1012.0,0.0,39,0,24.8,10.0,1.0,19.4,1
D0997,38,26.0,22.0,70,1009.0,0.0,58,75,27.6,10.0,1.0,13.7,1
D0998,38,20.0,3.6,10,1013.0,0.0,94,75,20.0,7.0,1.0,19.1,1
D0999,38,24.0,47.9,10,1012.0,0.0,57,25,25.8,10.0,1.0,28.4,1
D1000,38,24.0,42.8,10,1012.0,0.0,57,25,25.6,10.0,1.0,34.9,1
D1001,38,23.0,28.1,360,1014.0,0.0,57,25,24.8,10.0,1.0,28.8,1
D1002,38,24.0,11.2,350,1013.0,0.0,50,25,25.6,10.0,1.0,34.9,1
D1003,38,22.0,13.0,340,1014.0,0.0,50,25,24.5,10.0,1.0,25.6,1
D1004,38,22.0,3.6,10,1017.0,0.0,41,0,24.1,10.0,1.0,23.4,1
D1005,38,30.0,11.2,180,1014.0,0.0,33,0,28.8,10.0,7.0,6.5,1
D1006,38,22.0,3.6,328,1015.0,0.0,61,0,24.3,10.0,1.0,6.1,2
D1007,38,22.0,3.6,10,1016.0,0.0,61,0,24.2,10.0,1.0,9.7,2
D1008,38,25.0,3.6,10,1017.0,0.0,41,0,25.5,10.0,1.0,26.3,1
D1009,38,24.0,3.6,10,1016.0,0.0,54,0,25.5,10.0,1.0,18.0,1
D1010,38,22.0,22.0,360,1016.0,0.0,57,25,24.6,10.0,1.0,20.0,1
D1011,38,24.0,6.8,330,1015.0,0.0,44,0,24.1,10.0,1.0,20.4,1
D1012,38,23.0,3.6,10,1016.0,0.0,61,0,24.7,10.0,1.0,7.7,1
D1013,38,22.0,3.6,10,1016.0,0.0,65,25,24.5,10.0,1.0,6.9,2
D1015,39,25.0,6.8,110,1015.0,2.5,100,75,27.2,10.0,5.0,7.2,1
D1016,39,25.0,3.6,256,1015.0,7.7,94,75,27.8,10.0,1.0,38.5,1
D1017,39,27.0,3.6,47,1014.0,0.0,89,50,30.6,10.0,1.0,2.5,1
D1018,39,28.0,19.1,310,1015.0,0.4,89,75,32.9,10.0,1.0,30.2,1
D1020,39,27.0,3.6,217,1013.0,0.1,84,25,30.2,10.0,1.0,22.3,1
D1021,39,27.0,11.2,230,1014.0,1.9,89,75,31.0,10.0,1.0,12.6,1
D1023,39,25.0,6.8,250,1015.0,1.0,94,75,27.3,5.0,1.0,47.2,1
D1025,39,27.0,6.8,250,1013.0,0.1,89,75,30.5,10.0,1.0,31.7,1
D1026,39,27.0,11.2,270,1013.0,0.1,89,50,30.6,10.0,1.0,28.1,1
D1027,39,27.0,19.1,190,1014.0,0.0,84,75,30.5,6.0,1.0,33.1,1
D1029,39,27.0,6.8,290,1014.0,3.6,94,50,30.3,10.0,1.0,18.0,1
D1030,39,28.0,15.1,290,1012.0,0.0,89,50,32.3,10.0,1.0,26.3,1
D1031,39,26.0,11.2,250,1011.0,0.0,94,75,28.4,10.0,6.0,9.7,1
D1032,39,27.0,6.8,260,1013.0,0.0,84,50,30.0,10.0,1.0,18.0,1
D1033,39,27.0,3.6,213,1012.0,0.0,89,75,30.2,10.0,1.0,8.6,1
D1034,39,28.0,11.2,220,1012.0,0.1,89,75,33.0,8.0,1.0,19.1,1
D1036,39,27.0,6.8,250,1012.0,0.0,89,50,30.3,10.0,1.0,20.3,1
D1037,39,26.0,3.6,10,1011.0,0.3,94,75,28.5,10.0,1.0,21.1,1
D1038,39,27.0,11.2,270,1014.0,2.06,89,75,30.4,10.0,1.0,27.3,1
D1040,39,25.0,3.6,351,1012.0,3.61,89,75,27.9,7.0,1.0,18.2,1
D1042,40,26.0,3.6,80,1014.0,0.1,94,25,29.1,10.0,1.0,20.5,1
D1043,40,28.0,6.8,50,1012.0,0.0,84,25,32.5,10.0,1.0,18.7,1
D1044,40,25.0,3.6,10,1012.0,0.0,94,25,27.1,10.0,1.0,18.0,1
D1045,40,28.0,11.2,40,1012.0,0.2,84,50,33.5,10.0,1.0,20.5,1
D1046,40,28.0,11.2,40,1009.0,0.0,79,25,32.1,10.0,1.0,20.5,1
D1047,40,28.0,6.8,60,1011.0,0.0,74,25,31.9,10.0,1.0,27.0,1
D1048,40,28.0,6.8,50,1012.0,0.0,79,25,31.5,10.0,1.0,23.0,1
D1049,40,28.0,11.2,100,1012.0,0.0,84,50,32.2,10.0,1.0,23.0,1
D1050,40,25.0,6.8,220,1011.0,0.0,94,25,27.0,10.0,1.0,22.7,1
D1051,40,29.0,11.2,30,1009.0,0.0,70,25,34.7,10.0,1.0,19.8,1
D1053,40,30.0,11.2,70,1010.0,0.0,66,25,35.8,10.0,1.0,24.8,1
D1054,40,29.0,11.2,70,1010.0,0.0,70,0,33.8,10.0,1.0,18.7,1
D1055,40,29.0,15.1,70,1009.0,0.0,79,25,33.8,10.0,1.0,23.8,1
D1056,40,30.0,11.2,10,1009.0,0.0,70,50,35.5,10.0,1.0,19.8,1
D1057,40,33.0,11.2,90,1014.0,0.0,59,75,37.3,10.0,8.0,16.9,1
D1058,40,27.0,3.6,10,1010.0,0.0,84,25,29.3,10.0,1.0,23.8,1
D1059,40,29.0,6.8,340,1010.0,0.0,70,25,33.0,10.0,1.0,23.8,1
D1060,40,32.0,22.0,40,1009.0,0.0,59,25,41.5,10.0,1.0,21.6,1
D1061,40,30.0,6.8,50,1010.0,0.0,70,25,35.6,10.0,1.0,21.0,1
D1062,40,30.0,11.2,20,1009.0,0.0,75,25,36.6,10.0,1.0,22.4,1
D1063,40,30.0,3.6,52,1009.0,0.0,75,25,36.2,10.0,1.0,20.7,1
